Unnamed: 0,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
53,0.381796,-0.588659,0.834327,0.30987600000000004,0.555246,-0.7718020000000001,-3.143154,-8.231014,1.297485,-0.817154,-1.183344,0.347959
54,0.288372,-0.6496310000000001,0.914257,0.226463,0.604893,-0.763426,-4.082848,-5.400731,2.415337,-1.131385,-1.60355,1.42906
55,0.292759,-0.7172649999999999,0.996604,0.217487,0.6573260000000001,-0.721541,-4.247781,-0.8515229999999999,1.640304,-1.40427,-1.164528,0.838149
56,0.351797,-0.796122,1.047995,0.241031,0.714649,-0.656644,-4.262492,2.358207,0.043369,-0.963001,-0.85683,0.792554
57,0.451746,-0.865848,1.091187,0.282874,0.761645,-0.582991,-3.428637,3.933980000000001,0.06213,-0.832053,-0.8668389999999999,0.801024
58,0.581321,-0.909634,1.137758,0.33718400000000004,0.789279,-0.5131720000000001,-2.06736,5.074636,0.277412,-0.494746,-0.698398,1.095204
59,0.71438,-0.925435,1.158783,0.394064,0.798883,-0.454423,-0.440778,6.1850830000000006,-0.174121,-0.328695,-0.384912,0.755891
60,0.816992,-0.928929,1.134332,0.436501,0.800979,-0.409755,0.778089,5.846954,-0.8541770000000001,-0.287804,0.014191,0.33860300000000004
61,0.852778,-0.915725,1.066523,0.458807,0.793004,-0.400799,3.014363,3.336486,-0.758428,-0.122076,0.36323,-0.13892000000000002
62,0.876025,-0.8721610000000001,1.007455,0.494086,0.76572,-0.411766,1.634755,4.126856,1.249862,0.204247,0.10223,-0.464836
63,1.009949,-0.842001,1.0120790000000002,0.563948,0.745977,-0.354233,0.796281,7.307832,0.363987,0.821825,2.144526,0.382385
64,1.040034,-0.881503,0.930981,0.5484939999999999,0.771695,-0.321933,1.0432629999999998,4.724205,-4.022437,1.429381,3.202639,0.908817
65,1.122831,-0.936719,0.95409,0.533979,0.805619,-0.256603,-2.169503,2.543496,-0.420812,-0.742933,1.034393,1.517482
66,1.119915,-0.912004,0.91688,0.5509850000000001,0.790732,-0.266755,1.748649,0.736567,0.764688,-0.416509,-0.310523,-0.136214
67,1.2219799999999998,-0.894274,0.967554,0.588381,0.779755,-0.213987,-2.545186,4.9137900000000005,1.7526990000000002,-0.432681,-0.782989,1.170987
68,1.429418,-0.892484,1.079423,0.62122,0.778633,-0.088417,-2.86219,5.575744,0.060778,-0.7026859999999999,-1.052116,0.108925
69,1.572277,-0.923371,1.109834,0.6031340000000001,0.797639,0.000893,-0.3965,6.3605550000000015,-2.265615,-0.047607,-0.468751,0.388405
70,1.720284,-1.002894,1.125788,0.531866,0.843031,0.080105,0.188453,6.894133,-5.1346620000000005,0.721567,1.282671,0.744633
71,1.857425,-1.099538,1.211457,0.435486,0.890998,0.128357,-2.448309,-3.346617,-4.118737,-0.111374,2.065866,-0.205826
72,1.911514,-1.103323,1.427489,0.424728,0.89271,0.150585,-5.603186,-5.352321,-0.641913,2.047593,0.8449610000000001,-0.335857
73,2.044756,-1.08396,1.560266,0.416262,0.883817,0.213525,-1.108441,2.455554,-0.39406,1.825208,-0.101194,-1.465631
74,2.097507,-1.087267,1.591587,0.401896,0.88536,0.233705,-0.570066,0.389483,-0.468836,0.5487270000000001,-0.023482,-1.484651
75,2.113897,-1.090733,1.628917,0.395382,0.886966,0.238673,-0.694998,-1.185113,-0.596946,0.291981,0.039655,-1.04832
76,2.125522,-1.100826,1.6467349999999998,0.384951,0.891582,0.238526,0.7073659999999999,0.374764,-0.559239,-0.139712,-0.300609,-0.558808
77,2.072959,-1.127893,1.581832,0.375655,0.903511,0.206278,2.2457,0.056538,-0.367556,0.089906,-0.811058,-0.780512
78,2.005912,-1.137285,1.522429,0.380919,0.907497,0.177062,0.557802,-0.91929,0.570485,0.108507,-1.205806,-0.148925
79,1.966142,-1.118077,1.4989290000000002,0.403672,0.8992610000000001,0.16846,0.177333,-0.780406,1.332496,0.052139,-1.576202,0.140287
80,1.857142,-1.1022610000000002,1.396251,0.433192,0.892231,0.127548,3.105154,-0.985331,1.556172,0.049306,-1.481388,-0.057129
81,1.665863,-1.085323,1.207883,0.46452,0.8844540000000001,0.044294,4.287477,-1.3232469999999998,1.6524580000000002,0.114521,-0.848535,-0.5082369999999999
82,1.4772299999999998,-1.054813,1.037978,0.491232,0.869808,-0.046097000000000006,3.841853,-2.143351,1.466662,0.257181,0.319309,-0.002059
83,1.31256,-1.019249,0.900773,0.506631,0.851715,-0.133818,3.895021,-2.461042,0.948285,-0.096429,1.069947,0.207961
84,1.145194,-0.969066,0.762107,0.515571,0.824357,-0.233713,4.5105580000000005,-2.498026,1.404489,-0.07430199999999999,1.30995,0.160104
85,1.0460040000000002,-0.894978,0.694991,0.541357,0.780195,-0.313414,2.640438,-2.005987,3.0529490000000004,0.807963,2.21599,-0.439103
86,1.017192,-0.810004,0.703916,0.5865090000000001,0.72429,-0.362507,1.792423,-2.0735490000000003,3.899554,0.846901,1.977126,-0.313961
87,0.970124,-0.7336739999999999,0.715634,0.612711,0.669603,-0.419783,1.634971,-3.139863,2.965126,0.447226,1.675871,-0.089174
88,0.897935,-0.682092,0.714428,0.607064,0.630418,-0.483783,1.36324,-4.031042,1.756211,0.144309,1.138396,0.25000300000000003
89,0.799826,-0.653093,0.726529,0.569633,0.607646,-0.553429,-0.025555,-5.9351080000000005,1.200952,0.13752,0.563283,-0.005653
90,0.693372,-0.663115,0.769255,0.503688,0.615575,-0.606107,-2.532973,-6.832485,0.814983,0.050404,-0.101308,-0.053652
91,0.619801,-0.71245,0.843943,0.439583,0.65369,-0.616001,-4.173385,-5.058445,0.816207,-0.003807,-0.8829530000000001,0.273075
92,0.617379,-0.771572,0.91772,0.414965,0.697263,-0.58449,-3.5581970000000003,-1.187168,0.267545,-0.803759,-1.66583,0.8642299999999999
93,0.674247,-0.8094100000000001,0.970779,0.430727,0.72388,-0.538954,-2.212309,2.309596,0.566226,-1.033953,-1.591251,0.814421
94,0.784517,-0.828401,1.016293,0.4776220000000001,0.736851,-0.4784640000000001,-1.4962,4.287225,0.359323,-1.201117,-0.896824,0.807245
95,0.8903549999999999,-0.846441,1.036517,0.515077,0.748927,-0.416899,-0.8553430000000001,4.646903,-0.6311760000000001,-0.714631,-0.35998,0.717253
96,0.977544,-0.8764850000000001,1.028629,0.530522,0.7684949999999999,-0.357718,-0.5841890000000001,4.609598,-1.659001,-0.349187,-0.10611099999999997,0.528311
97,1.039613,-0.8970790000000001,0.998681,0.537928,0.781508,-0.316037,0.964283,3.775651,-0.912179,-0.08523,-0.012465,0.17033099999999998
98,1.07606,-0.8707290000000001,0.96102,0.567017,0.764799,-0.305899,1.819249,3.162245,1.491669,0.60974,0.030764,-0.031152
99,1.140912,-0.814076,0.959901,0.624075,0.727092,-0.28612600000000005,0.75138,3.836912,2.861352,0.672327,-0.114497,0.541513
100,1.224356,-0.779995,0.959798,0.66868,0.703276,-0.241393,0.7889,3.534527,0.13055799999999998,0.7366090000000001,2.0778830000000004,-0.691972
101,1.171121,-0.7943359999999999,0.832457,0.64553,0.713399,-0.272679,3.379995,2.177907,-3.045725,0.181375,2.037517,-0.714886
102,1.181794,-0.8265100000000001,0.808361,0.626834,0.735571,-0.256932,-0.7468359999999999,1.101897,-0.782904,-1.4907709999999998,0.6937800000000001,-0.010569
103,1.265333,-0.836967,0.849701,0.638716,0.7426149999999999,-0.201408,-1.886998,4.459965,0.124567,-0.8297399999999999,-0.048737,2.112586
104,1.458276,-0.8578620000000001,0.923616,0.6499199999999999,0.756446,-0.07343999999999999,-2.928016,8.083903,-1.06987,-0.849017,-0.762656,1.140715
105,1.674196,-0.903019,1.031819,0.615935,0.7852,0.063916,-3.464183,5.7978260000000015,-3.000962,-0.403167,-0.171125,0.893741
106,1.861751,-0.971672,1.138919,0.540218,0.82583,0.16177,-1.744511,4.872671,-4.365771,0.082081,0.5067050000000001,0.891819
107,2.001404,-1.034,1.232101,0.4647020000000001,0.859352,0.213464,-1.159831,0.459504,-3.07737,0.26060900000000004,1.399941,0.352607
108,1.94846,-1.0574370000000002,1.268864,0.456497,0.8711,0.181095,0.935614,-3.686812,-0.569531,1.305222,1.585764,0.188747
109,1.99668,-1.063829,1.317736,0.442158,0.8742209999999999,0.200584,-2.069652,1.2051690000000002,-0.95251,1.932369,0.313386,-1.763832
110,2.059516,-1.071444,1.410714,0.4228,0.877893,0.224821,-1.59116,-2.328809,-1.518274,0.874075,-0.386499,-1.407713
111,2.071892,-1.078763,1.488126,0.414339,0.881374,0.226944,-1.546725,-2.301493,-0.929408,0.448943,-0.37965,-0.294464
112,2.125328,-1.075776,1.544798,0.403862,0.879959,0.250135,-0.6079760000000001,0.935204,-0.509324,-0.14388299999999998,-0.146393,-0.13635
113,2.111932,-1.093095,1.533019,0.394053,0.8880540000000001,0.236816,1.100976,-0.550358,-0.516848,-0.001093,-0.742287,-0.93872
114,2.061995,-1.104199,1.499007,0.396663,0.8931040000000001,0.212186,0.8442719999999999,-1.035443,0.333354,0.113682,-1.453239,-0.382108
115,2.004408,-1.089109,1.444413,0.420401,0.886214,0.194646,0.772339,-0.046631,1.666861,0.224588,-1.685073,-0.00356
116,1.905871,-1.0724360000000002,1.337935,0.451403,0.878368,0.157181,3.173691,-0.435953,1.574107,-0.097643,-1.425472,-0.017365000000000002
117,1.720315,-1.064712,1.141183,0.479347,0.87465,0.07221,4.724437,-0.8522930000000001,1.516038,-0.234261,-0.653458,-0.986822
118,1.528675,-1.040691,0.966654,0.5051760000000001,0.8627540000000001,-0.021291,3.842424,-2.681609,1.275076,-0.042087,0.377526,-0.311732
119,1.370558,-1.013539,0.8480840000000001,0.518293,0.848709,-0.105192,3.057613,-2.758194,0.861632,-0.044111,0.919129,0.107313
120,1.200518,-0.975249,0.722165,0.522944,0.8278409999999999,-0.202998,4.39151,-3.295928,0.979528,0.044881,1.407846,0.183696
121,1.073275,-0.909034,0.624713,0.540011,0.78891,-0.293273,3.3526,-1.880863,2.582405,1.13983,2.117355,0.003921
122,1.047139,-0.813074,0.6248,0.595172,0.726403,-0.343669,2.248879,-1.581806,4.673368,1.488461,1.729758,-0.308995
123,1.002717,-0.714716,0.625483,0.636652,0.655403,-0.406351,2.444544,-2.661038,3.732878,1.024786,1.243325,-0.200079
124,0.935144,-0.6507350000000001,0.634622,0.640238,0.605771,-0.4723729999999999,0.870875,-4.467556,2.387856,0.239248,1.250857,-0.328149
125,0.837326,-0.6242989999999999,0.66546,0.602733,0.584529,-0.543175,-0.790221,-6.496203,1.522138,0.422001,0.56133,-0.010445
126,0.734205,-0.630523,0.727635,0.5411699999999999,0.589567,-0.599621,-2.626322,-7.097442,1.621179,0.357664,0.099703,0.226819
127,0.64676,-0.6652359999999999,0.810654,0.474111,0.6172449999999999,-0.627875,-3.797462,-6.600064,1.331418,0.196741,-0.504757,0.572654
128,0.5982729999999999,-0.716418,0.88534,0.424757,0.656688,-0.6231720000000001,-3.573121,-3.285736,0.541459,-0.334775,-0.903407,0.972507
129,0.632152,-0.75366,0.934212,0.430865,0.6843130000000001,-0.588279,-1.843318,1.984796,0.752954,-1.40169,-1.253328,1.536689
130,0.7489100000000001,-0.7544529999999999,0.983469,0.496092,0.68489,-0.533684,-1.002835,4.82726,1.278612,-2.08621,-1.3623040000000002,1.324913
131,0.871296,-0.76194,1.00863,0.553595,0.690326,-0.465814,-0.815645,5.690779,-0.108808,-1.328802,-0.7370180000000001,1.204202
132,0.983973,-0.780088,1.011175,0.591929,0.703342,-0.393612,-0.563547,5.059838,-1.050546,-0.825816,-0.352252,0.5345270000000001
133,1.0548110000000002,-0.809315,0.997315,0.600162,0.723815,-0.340438,0.075941,3.167939,-1.611949,-0.387439,-0.358962,0.12846300000000002
134,1.052829,-0.806421,0.946459,0.601304,0.721815,-0.342662,2.277066,1.858919,0.155919,0.228881,-0.760893,-0.036046
135,1.108028,-0.770892,0.927298,0.641845,0.696775,-0.32021700000000003,0.530151,4.4368919999999985,1.400915,0.842377,-0.376493,-0.043873
136,1.172766,-0.766967,0.8963139999999999,0.663732,0.693955,-0.279082,3.128316,2.9133150000000003,-1.854153,0.654597,0.632293,0.55789
137,1.135165,-0.804774,0.745638,0.628525,0.7206739999999999,-0.29255,0.694969,4.7070620000000005,-3.693698,1.399811,3.3132,-1.208641
138,1.231606,-0.842622,0.7723260000000001,0.62759,0.746391,-0.22143,-0.690962,2.368682,-0.074838,-1.000134,1.227029,0.538188
139,1.294979,-0.8305030000000001,0.7940050000000001,0.6490100000000001,0.738271,-0.18369,-1.125927,2.837652,1.037815,-0.653054,-0.124287,1.880407
140,1.474882,-0.8353389999999999,0.872506,0.667842,0.741524,-0.06425299999999999,-3.481257,7.220067999999999,-0.615428,-0.8586229999999999,-0.790352,0.965086
141,1.7051150000000002,-0.8774069999999999,1.00284,0.63339,0.769084,0.085592,-4.198925,5.883449,-2.995522,-0.451643,-0.214092,0.7883100000000001
142,1.887563,-0.941245,1.113777,0.559489,0.808292,0.183403,-1.437504,4.0474190000000005,-4.182039,-0.064113,0.99133,0.8859940000000001
143,1.924574,-1.008571,1.179165,0.500057,0.8460709999999999,0.184679,-0.5363439999999999,-4.703892,-3.348409,0.8577309999999999,1.966963,0.351393
144,1.877964,-1.0461,1.245328,0.477503,0.865476,0.15146800000000002,-1.403639,-0.440904,-1.472381,1.991964,1.53316,-0.107721
145,1.974416,-1.049126,1.334525,0.458286,0.8669879999999999,0.195719,-1.443471,0.992005,-0.667988,1.1491049999999998,-0.303389,-1.689646
146,2.014704,-1.059094,1.399879,0.442204,0.8719120000000001,0.210296,-1.129198,-1.379015,-1.276982,0.7125199999999999,-0.511728,-0.851226
147,2.032497,-1.0651620000000002,1.448171,0.433648,0.8748670000000001,0.21577,-0.908388,-0.7706890000000001,-0.4173689999999999,0.349113,-0.478322,-0.254847
148,2.059272,-1.069292,1.477242,0.424521,0.8768600000000001,0.225604,-0.14576,-0.077931,-0.627642,-0.079307,-0.372481,-0.7755310000000001
149,2.048331,-1.081284,1.481636,0.417595,0.8825620000000001,0.216098,0.282458,-1.064192,-0.512292,0.097816,-0.8453459999999999,-0.6809109999999999
150,2.021939,-1.085844,1.481499,0.419526,0.884697,0.203246,-0.079747,-1.251938,0.131692,0.286086,-1.415978,-0.175108
151,1.993643,-1.064648,1.465075,0.442112,0.874619,0.198946,0.319824,-0.384603,1.597904,0.22613200000000006,-1.7896880000000002,-0.233477
152,1.877805,-1.056594,1.34971,0.468843,0.870685,0.14863900000000002,3.589004,-1.012082,1.169686,-0.08900599999999999,-1.034214,-0.438891
153,1.721457,-1.048362,1.192403,0.493339,0.866607,0.074894,3.526304,-1.271372,1.330882,-0.293464,-0.209304,-0.664601
154,1.563615,-1.03088,1.066238,0.514051,0.8577520000000001,-0.003692,2.852497,-2.70573,0.974432,0.104098,0.9083,0.175597
155,1.408819,-1.009914,0.944158,0.524971,0.846786,-0.085785,3.797866,-2.843666,0.816706,-0.189735,1.122803,0.32072399999999995
156,1.230091,-0.961881,0.7994359999999999,0.539101,0.820269,-0.191128,4.521376999999998,-2.558286,1.548853,-0.089226,1.170011,0.115047
157,1.118615,-0.900517,0.714859,0.558771,0.783648,-0.271422,2.785854,-2.4009970000000003,2.346241,1.214788,2.007032,-0.515153
158,1.077352,-0.8190270000000001,0.717434,0.601463,0.730481,-0.323479,1.605554,-2.382629,4.101607,1.390206,1.37221,-0.095252
159,1.0142790000000002,-0.732903,0.722464,0.631081,0.66903,-0.392601,2.100524,-3.711396,3.498949,1.1254959999999998,1.250968,0.014152
160,0.947954,-0.6713319999999999,0.7267710000000001,0.635966,0.62203,-0.4567560000000001,1.129902,-3.600235,2.118294,0.290426,1.229792,-0.094116
161,0.8717,-0.645112,0.754025,0.611599,0.601288,-0.5141979999999999,-0.808281,-5.2318940000000005,1.582349,0.100819,0.6483760000000001,0.055397
162,0.788042,-0.648088,0.819102,0.565222,0.6036630000000001,-0.562241,-2.651268,-6.677772999999998,1.656786,0.074945,0.2674,0.339524
163,0.705831,-0.6762319999999999,0.898782,0.505919,0.625859,-0.593588,-3.456515,-6.130892,1.191126,0.021776,-0.381916,0.6120359999999999
164,0.6659579999999999,-0.717633,0.970669,0.465438,0.657604,-0.592389,-3.16851,-2.838207,0.696468,-0.480575,-1.174663,1.057874
165,0.714494,-0.747429,1.030376,0.480575,0.679755,-0.5540579999999999,-2.210356,2.484615,1.021079,-1.373397,-1.863105,1.390667
166,0.845044,-0.758057,1.085857,0.5431779999999999,0.687512,-0.4819600000000001,-1.604,4.959078,0.805295,-2.139094,-1.40466,0.852535
167,0.959677,-0.771641,1.114049,0.587037,0.697312,-0.41127,-0.876223,4.894718,-0.246011,-1.257234,-0.761201,0.974197
168,1.053442,-0.793656,1.108535,0.609472,0.7129220000000001,-0.346823,-0.306738,4.720105,-1.559995,-0.525594,-0.378312,0.488012
169,1.117917,-0.82857,1.08397,0.607791,0.736965,-0.295758,0.333328,3.378211,-1.936228,-0.396563,-0.448773,0.188382
170,1.1034389999999998,-0.829931,1.021224,0.602549,0.737885,-0.304074,2.69444,1.1544450000000002,-0.122273,0.07321699999999999,-0.488739,0.018643
171,1.103815,-0.78465,0.97074,0.6318699999999999,0.706577,-0.318573,1.944654,2.830571,1.7450709999999998,0.902981,0.121716,-0.048447
172,1.159702,-0.759343,0.93939,0.66486,0.688445,-0.28983400000000004,1.902611,3.702011,-0.6235189999999999,0.886302,1.38585,0.396524
173,1.108076,-0.791143,0.816505,0.629103,0.7111569999999999,-0.313823,2.091926,2.074497,-4.036285,0.989915,3.416482,-0.931768
174,1.177208,-0.8329059999999999,0.822262,0.621291,0.7398899999999999,-0.257995,-1.786274,2.909375,-0.338486,-1.063384,0.814264,1.022216
175,1.261808,-0.8253719999999999,0.855592,0.646161,0.7348,-0.206263,-0.737116,3.423239,1.047258,-0.997632,-0.238859,1.197474
176,1.425026,-0.819459,0.908752,0.675377,0.730776,-0.099153,-2.32876,7.817999,0.172727,-0.709069,-0.840792,1.514162
177,1.646625,-0.8530530000000001,0.998238,0.6557970000000001,0.753292,0.049824,-3.102511,7.338733,-2.642555,-0.545003,-0.61523,0.435864
178,1.818222,-0.918793,1.061069,0.5883010000000001,0.79487,0.148606,-0.56266,5.6744900000000005,-3.972914,0.067674,0.549842,0.947555
179,1.878904,-0.988684,1.126582,0.523899,0.835303,0.166727,-1.375769,-4.775048,-3.472753,0.150722,1.969476,0.091376
180,1.841678,-1.022217,1.244969,0.50246,0.853266,0.139537,-2.876281,-2.65377,-1.720182,2.308224,1.25852,-0.485942
181,1.924912,-1.023257,1.350913,0.488287,0.853808,0.18052,-1.708503,0.580023,-0.506941,1.959909,0.020322,-1.446068
182,1.960291,-1.028516,1.39852,0.477436,0.856534,0.195971,-0.5601149999999999,-0.676094,-0.663953,0.782513,-0.571988,-0.938936
183,1.972302,-1.031903,1.419643,0.472375,0.8582770000000001,0.200556,-0.590915,0.216224,-0.27541,0.131904,-0.213593,-0.342981
184,1.99052,-1.045556,1.433601,0.457899,0.865203,0.204333,0.416512,-0.11498,-0.905678,-0.017591,-0.326827,-0.90491
185,1.972144,-1.064287,1.426184,0.446578,0.8744430000000001,0.18952,0.363997,-0.88274,-0.6700520000000001,0.062257000000000014,-0.976097,-0.382559
186,1.965574,-1.066882,1.44267,0.445717,0.875699,0.185708,-0.6921649999999999,-0.7588,0.152421,0.155891,-1.280301,-0.015512
187,1.956437,-1.04779,1.43338,0.462804,0.8663209999999999,0.187884,0.614993,0.236431,1.349207,0.201213,-1.829593,0.06181100000000001
188,1.852704,-1.037652,1.311436,0.488182,0.8612129999999999,0.141388,3.972453,-0.097591,1.516229,-0.0022960000000000003,-1.157905,-0.26973
189,1.679013,-1.025367,1.115301,0.5157510000000001,0.8549040000000001,0.056032000000000005,4.734807,-0.816509,1.618615,-0.15828299999999998,-0.232605,-1.166612
